Genes	Log2FC	padj	volcano
NUMA1	-0.146883687896175	0.07148600324986	-0.16829624260503
NUMB	-0.006124545703879	0.834515113014333	-0.000481179795311
NUMBL	0.938770134958318	6.59491542528783E-08	6.74111191986064
NUP107	-0.219531015204825	0.012494035271283	-0.417832782436304
NUP133	-0.182593196288662	0.038555791578844	-0.258170414830768
NUP153	-0.225888476437769	0.057261208841844	-0.280584996427599
NUP155	-0.204624250751544	0.119696490712366	-0.188646899125675
NUP160	-0.219907708107211	0.03390826577631	-0.323197131840932
NUP188	-0.192249733780374	0.052248025259858	-0.246450724157203
NUP205	-0.163781782986627	0.062617965211144	-0.197078791277252
NUP210	-0.344204515773071	0.051317467827178	-0.44393253586894
NUP214	-0.377877614696593	7.32562742421027E-06	-1.94046018786781
NUP35	-0.285837847018576	0.000998996624278	-0.857638160440648
NUP37	-0.345236418854323	0.001355980929917	-0.990050503603395
NUP43	-0.214082163255171	0.039328433476047	-0.300848240803195
NUP50	0.00576963796347	0.988436904957093	2.91427174369604E-05
NUP54	-0.043180416299279	0.51331932432203	-0.012505583395658
NUP62	-0.233498458910989	0.007170942232174	-0.500719646967397
NUP62CL	-0.69436879698966	0.031952311317748	-1.0384269534558
NUP85	-0.455046951183111	1.98480863768026E-05	-2.13975879589409
NUP88	-0.397137632152891	0.000917727381069	-1.20622069356532
NUP93	0.267555005550558	0.10268755893021	0.264473352477876
NUP98	-0.251590791504959	2.87377313565246E-05	-1.14261153505548
NUPL1	0.058034263396239	0.477595722895642	0.018625491608237
NUPL2	-0.409259568991167	1.98499742696356E-07	-2.74295587489593
NUPR1	-0.942451159537516	0.001393993510134	-2.69139476573844
NUS1	-0.362949384718207	0.000261349980446	-1.30036689939153
NUSAP1	-0.591595884278131	0.004851807140278	-1.36900994789032
NUTF2	-0.064617584471298	0.549493009260986	-0.016803016340434
NVL	-0.31122295498936	0.002386732954558	-0.816087640705295
NXF1	-0.119612193221341	0.054786004852825	-0.150870491737033
NXPH3	0.4805251791211	0.001199173811571	1.40367068507012
NXT1	-0.184068252236592	0.096286092298952	-0.187093678737349
NXT2	-0.453240017219165	0.004293359401745	-1.07291101731937
NYNRIN	-0.020513239495757	0.952288429431184	-0.000435526689199
OAF	-0.713526005549476	0.00037732942533	-2.44259882324294
OAS1	-0.431852037831071	0.080059162166213	-0.473564176684238
OAS2	0.81544021507912	0.00214446452348	2.17614991791052
OAS3	0.033518832933075	0.97530707216952	0.000363968491105
OASL	-0.389887286086368	0.250194825614843	-0.234603631382297
OAT	0.538507308843265	0.515829772543185	0.154817402135071
OAZ1	-0.09283182175056	0.867516761861012	-0.005729777321583
OAZ2	-0.073419993919593	0.286841575760357	-0.039819913747617
OAZ3	-0.168583203987593	0.323439390584394	-0.082640681842778
OBFC1	0.150465443812193	0.527640778306911	0.04177848305345
OBFC2A	0.598673798462083	0.002970200976048	1.51297690280932
OBFC2B	-0.507120027448862	3.29519180741073E-05	-2.27297246285291
OCIAD1	-0.273180842417724	0.005689415455506	-0.613272511033561
OCIAD2	-0.196814581340548	0.074032549415808	-0.222514096951951
OCLM	-0.359053509331116	0.256762381367887	-0.212009824797473
OCLN	-0.188076321794511	0.780824230042621	-0.020208183582018
OCM	-0.426124387472549	0.144189687188796	-0.358398648996493
OCRL	-0.218490046806451	0.025104804965868	-0.349637200356764
ODC1	-0.232971551375533	0.097046160643427	-0.23600522341292
ODF2	-0.136630309398505	0.431519291042022	-0.049870033474057
ODF3B	0.195198717155639	0.397209314966032	0.078270893923578
ODF3L1	-0.168280998879657	0.518013712231688	-0.048070938776505
ODF3L2	0.242439452609403	0.149719766150284	0.199944873826958
ODZ2	-0.873185482072736	0.11591522127407	-0.817178956087429
OFD1	-0.023806218474608	0.63572097932305	-0.004683479640814
OGDH	-0.264052003755828	0.021459226436439	-0.440540649851563
OGDHL	0.544881744918018	0.506292429294369	0.161066262801644
OGFOD1	0.058819497147742	0.725539256238933	0.008195854884871
OGFOD2	-0.528058009124512	1.11593925311254E-05	-2.61513306945026
OGFR	-0.714275715206491	2.19565273442421E-08	-5.47023509913913
OGFRL1	0.622771183605019	0.001491161394867	1.76024739817033
OGG1	-0.635559634836159	2.94721139251979E-06	-3.51501894267498
OGT	-0.068814582215801	0.522836707424452	-0.019380521161033
OIT3	-0.161379456475509	0.983219530740326	-0.001186058828632
OLA1	-0.187810219185357	0.075376426578606	-0.210866638441833
OLFM2	0.279583007906595	0.420768649783268	0.105111084237463
OLFML1	0.925641582695789	0.018500066954686	1.60397644895272
OMA1	-0.366642946536055	0.001927706816365	-0.995420573705356
OMP	-0.191404141647953	0.680871432105726	-0.031952028852568
ONECUT1	0.015998815643144	0.451788349572186	0.005520630881189
OPA1	-0.216199366621311	0.012356419825672	-0.412531599302957
OPA3	-0.139616451842864	0.080715259324758	-0.152606974353626
OPHN1	0.676240088226174	0.00440071576989	1.59354399826718
OPLAH	-0.259262861304884	0.285058562582775	-0.141315347202324
OPN1SW	-0.617911376365806	0.023842805581587	-1.00264934858797
OPN3	-0.134168647285881	0.508642385646387	-0.03939023136021
OPRL1	0.910637172160282	0.000223770780165	3.32400473149171
OPTN	-0.0924836449838	0.537377594642103	-0.024944729875458
OR2A1	0.340805590798194	0.286841575760357	0.184838604660635
OR2A4	0.478049401530279	0.169748184762107	0.368191192478413
OR2A7	0.215888482033034	0.535050208727351	0.058636490942826
OR2A9P	0.644597261034697	0.000984563881526	1.93814674682254
OR51E2	0.833845764589754	0.003208797544039	2.07932589766322
OR52N4	0.187647486949729	0.286841575760357	0.101772097032295
OR56B4	-0.698667930659681	0.010413414956817	-1.38504407440694
ORAI1	0.15951100113131	0.219234730808104	0.105132208542827
ORAI3	-0.675030403237722	9.28942355548079E-06	-3.39676057293456
ORAOV1	-0.105417102981445	0.083461508107176	-0.113693797377432
ORC1L	-0.510938332056528	0.030735672026569	-0.77272130954832
ORC2L	-0.125498433619857	0.131535411463747	-0.110558762782456
ORC3L	-0.724440647618911	6.8843203379473E-08	-5.1885445644151
ORC4L	-0.199451781791197	0.002613323745572	-0.515145415364791
ORC5L	-0.128894515278041	0.101019556651333	-0.128326675882057
ORC6L	-0.310057311216599	0.122611357301914	-0.28260772039054
ORMDL1	-0.329528430126675	9.05164908841476E-05	-1.33237317062384
ORMDL2	-0.256935840247625	0.107890923897545	-0.248460834144829
ORMDL3	-0.917495485955342	1.77128823683563E-06	-5.27716866021479
OS9	-0.410484050871443	0.001150218041348	-1.20650286004815
OSBP	-0.152736692855979	0.079347104014443	-0.168081983334268
OSBP2	-0.055405151834005	0.967905251481368	-0.000784933308481
OSBPL11	-0.066407153977946	0.508642385646387	-0.019496307163258
OSBPL1A	0.65792887027499	0.004851807140278	1.52251087667683
OSBPL2	-0.2193262733611	0.000344848661432	-0.759389028312117
OSBPL3	0.590235880202755	0.011288030435774	1.14941462749944
OSBPL6	-0.084327351543154	0.231047254020221	-0.053657425369841
OSBPL8	0.347047769798195	0.004679593987093	0.808549057214466
OSBPL9	0.164870624195858	0.265032468395793	0.095081040421654
OSCP1	0.282336171728777	0.82084165499333	0.024207676342233
OSGEP	-0.39458051079009	6.16099043689924E-05	-1.66132184263026
OSGEPL1	-0.59637329470938	2.69827188491955E-10	-5.70664494300045
OSGIN2	0.158678337230826	0.281692877493968	0.08730865066513
OSR2	-0.474734553028052	0.378374701981565	-0.20037496704375
OST4	-0.375850156923621	0.002262104127126	-0.994306857398898
OSTC	-0.415764577992626	1.79028648690742E-05	-1.97366665950739
OSTCL	-0.494781481446867	0.001374974796979	-1.41591876914232
OSTF1	-0.126083865710247	0.327157081367015	-0.061181398341679
OSTM1	0.083003380807592	0.996113390015529	0.000140377140602
OTOA	0.333686062447418	0.098653141078565	0.335651167171642
OTOF	0.216923563244741	0.416574836034571	0.082497542614302
OTUB1	-0.180286089319596	0.07148600324986	-0.206568012153194
OTUB2	-0.370855482168689	0.032910869025235	-0.549852830184181
OTUD1	0.217812474843577	0.072764151162397	0.247888573000792
OTUD3	-0.052436456181384	0.791784767643541	-0.005316682127375
OTUD4	0.136006850973243	0.260099714924163	0.079544983698071
OTUD5	-0.227605568982352	0.018299064839482	-0.395480859775242
OTUD6B	-0.157271555823074	0.219234730808104	-0.103656211091266
OTUD7A	0.139949419852048	0.447607110732026	0.048856765515423
OTUD7B	-0.401669183178561	0.000698976094955	-1.26748224117392
OTX1	0.191584418362319	0.678425727032129	0.03228153217733
OVCA2	-0.116873037328868	0.479954499308671	-0.037259116434774
OVGP1	-0.993444640684735	0.000437534800875	-3.33696802879284
OXA1L	-0.506917336713998	3.24109737114633E-06	-2.7826253519271
OXCT2	0.135803038351045	0.572316218899743	0.032913760310968
OXNAD1	-0.410498492526221	0.002580432981782	-1.06249629238496
OXR1	-0.10508062407681	0.704331523549768	-0.01599567455538
OXSM	-0.625575580808661	1.3820462662598E-07	-4.29112156980935
OXSR1	-0.260590368606181	0.000842525760692	-0.801163410147126
OXT	-0.227010322780006	0.54722352872142	-0.059439301830901
P2RX3	-0.717273074406362	0.093938093293621	-0.736752962439531
P2RX4	-0.004291812840561	0.892720877912089	-0.000211519027354
P2RX6	0.556410894574817	0.105321546824695	0.543882063139053
P2RX7	-0.043991823348242	0.923013583943207	-0.001530559445944
P2RY11	-0.045524561103515	0.445359950061342	-0.015992270279727
P2RY14	0.569674186795706	0.013212227562077	1.0704314434222
P2RY2	-0.402259587627898	0.088592267977573	-0.423420123445825
P2RY8	0.859283098297858	0.00037732942533	2.94156606544224
P4HA1	-0.193829929519015	0.199175673273827	-0.135828979765487
P4HA2	0.261313556584472	0.317811997608132	0.130089652595772
P4HB	-0.704743453152023	1.31622707320159E-05	-3.43961965198011
P4HTM	-0.209947879585232	0.129511735829684	-0.186368817099299
P704P	-0.043350276112497	0.625658571086847	-0.008828830009928
PA2G4	-0.424712228930428	1.88432795055696E-05	-2.00669881842205
PA2G4P4	-0.471184952757504	2.24632991682109E-06	-2.66150067267655
PAAF1	-0.561150369153856	1.07648877524761E-05	-2.7877896998224
PABPC1	-0.197504214743206	0.234191326308901	-0.124512422879009
PABPC1L	-0.790998583710819	0.000274338278888	-2.81731040552427
PABPC3	-0.05138369638304	0.861759206754302	-0.003320109653965
PABPC4	-0.177984297482862	0.085574056682537	-0.190026337646873
PABPC4L	0.472027819749506	0.008660017091898	0.973548528105279
PABPN1	-0.415731781117984	5.86893085294853E-05	-1.75914450664499
PACRG	-0.449768084362184	0.330644954179009	-0.216175677723614
PACRGL	0.329217419292607	0.00845953920747	0.682353568015715
PACS1	0.908253613887244	2.25584119632532E-11	9.66989600946592
PACS2	0.128982249268054	0.424920796681278	0.047941671863657
PACSIN1	-0.256600066545369	0.496903167433123	-0.07793668528756
PACSIN2	0.375429058912844	0.028056154993426	0.582655330317617
PACSIN3	-0.729096583601482	0.000130935388342	-2.83104044599764
PAF1	-0.407062453147646	0.000417991182697	-1.37539600064059
PAFAH1B1	0.357140680806683	5.58215930891498E-05	1.51898994838538
PAFAH1B2	0.620211679550631	0.001027262839696	1.85338998742389
PAFAH1B3	-0.059800961534939	0.395157333302821	-0.024113538971438
PAFAH2	-0.072734541415224	0.518013712231688	-0.020777257744998
PAG1	0.366506373480787	0.214954871196403	0.244698973002179
PAICS	-0.453298907051714	0.000223770780165	-1.65463014017476
PAIP1	-0.129333423717585	0.078714943418121	-0.142776703515279
PAIP2	-0.404245375587178	2.77260746201119E-05	-1.84219129529268
PAIP2B	-0.34842991434274	0.016991980604294	-0.616635930208515
PAK1	0.001817895861827	0.574780413595508	0.000437200390686
PAK1IP1	-0.323046905531521	0.011950184679534	-0.621098180483196
PAK2	-0.073528726473721	0.58507892015052	-0.017116424947234
PAK4	-0.285152091684919	0.004187244416367	-0.678112115976596
PAK6	0.730193084190181	0.137679052433217	0.628792727121326
PALB2	-0.157140395219017	0.144189687188796	-0.132165412271549
PALLD	0.848795669514074	0.000729481225238	2.66266003122618
PALM2	-0.618827582791286	0.005973752514606	-1.37611955364827
PALM2-AKAP2	0.48895106562289	0.000805817233174	1.51269893519552
PALM3	-0.481920211772167	0.535050208727351	-0.130892161854283
PALMD	-0.840838212238367	0.003083404453563	-2.11131910927563
PAN2	-0.814796766463194	5.78651630803653E-10	-7.52675261051068
PAN3	0.356821071457014	0.002613323745572	0.921599884522798
PANK1	-0.67985849667954	0.001150218041348	-1.99825357143727
PANK2	-0.359503733720188	7.59984028187405E-06	-1.84036990838613
PANK3	-0.333576016479824	0.022153933748211	-0.551917913656015
PANK4	-0.176408158782138	0.097046160643427	-0.178705282595344
PANX1	-0.10496390549364	0.554507610755342	-0.026880467778784
PANX2	-0.576011852313977	0.155273125511143	-0.465938121427497
PAPD4	-0.060353177921445	0.506292429294369	-0.017840312887473
PAPD5	-0.043487148711108	0.79976177606307	-0.00421996492449
PAPD7	-0.218005225139341	0.065962811688294	-0.257398952593849
PAPOLA	-0.113176487315418	0.112360039349131	-0.107448412223841
PAPOLG	0.047695934962534	0.445359950061342	0.016755049684734
PAPSS1	0.18137122092189	0.323439390584394	0.088909458410491
PAPSS2	-0.240852160482642	0.65729410726297	-0.043892960640606
PAQR3	0.088074938249417	0.65729410726297	0.016050799753088
PAQR4	0.090396416279844	0.985708401771609	0.000565116964352
PAQR6	-0.332370929574173	0.056771282060218	-0.414091401457589
PAQR7	0.028671227580061	0.612612264213499	0.006101647602274
PAQR8	0.845647249216066	0.000344848661432	2.92794489705172
PAR5	0.373617705425294	0.271682896104803	0.21144434559307
PARD3	-0.319794974154991	0.000878559518661	-0.977366613808683
PARD3B	0.232649786302292	0.384519409414138	0.096568676572371
PARD6A	-0.715622609390397	0.001165375401898	-2.09930336530409
PARD6B	0.038821940694095	0.766947063458425	0.004473631236954
PARD6G	-0.429753707990705	0.004030041368219	-1.02912712006872
PARG	-0.14562959756166	0.037053096926487	-0.208421510284603
PARK2	-0.27852561687749	0.260099714924163	-0.162898526768873
PARK7	-0.47348912283936	0.000197997863466	-1.75349096956127
PARL	-0.319601654317302	0.002173822986826	-0.851027558159148
PARN	-0.122682273684748	0.310266004448498	-0.062355204844261
PARP10	-0.366624136600344	0.017925405054444	-0.640320427964708
PARP1	-0.175988261753571	0.113197259238015	-0.166513773228876
PARP11	0.29474600927727	0.03390826577631	0.433186565582013
PARP12	-0.251034395724366	0.151952121935135	-0.20541974672855
PARP14	-0.20534746314359	0.055283722633242	-0.258204458828142
PARP15	0.24296458238513	0.451788349572186	0.083838566958259
PARP16	-0.612013415316627	1.21495620196952E-07	-4.23234167195627
PARP2	-0.542176252736718	1.74224312004885E-08	-4.20668657886652
PARP3	-0.103226011186434	0.346312582196055	-0.047538853452586
PARP4	-0.188061639178795	0.11591522127407	-0.175999277518241
PARP6	0.374970358988248	0.332601871181702	0.179264071295227
PARP8	0.856705328614562	0.000535729079688	2.80233005955519
PARP9	-0.212632426709534	0.13352411055995	-0.18593436434155
PARS2	-0.51177159998831	2.42560722364114E-06	-2.8736894085458
PAR-SN	0.092321337452395	0.933892120423601	0.002742247355925
PARVA	0.865100033054535	1.53879839701859E-09	7.62396938081044
PARVB	0.899676622894204	0.008075151579459	1.88288760550765
PASK	0.096810542621642	0.651991962017704	0.017983309383745
PATL1	0.000980060729819	0.97280349802336	1.17361061286257E-05
PATL2	-0.53962158481081	0.084838601285397	-0.578154073620021
PATZ1	-0.443959896744067	0.000350116477318	-1.53423103939047
PAWR	0.174640140738653	0.328771320083512	0.084369712853704
PAX6	-0.073211479771174	0.281692877493968	-0.040282723045682
PAX8	-0.106008478247974	0.378374701981565	-0.044743836739519
PAXIP1	-0.106380294434933	0.079347104014443	-0.117068207658308
PBK	-0.680810161285452	0.007425343931044	-1.44963779244685
PBRM1	-0.24484666375945	0.023356248297471	-0.399491061596351
PBX2	-0.207897608049295	0.050859959825184	-0.26894133265697
PBX3	0.033566352649432	0.712273755801585	0.004946104682905
PBXIP1	-0.307181605317917	0.009064735685992	-0.627462925578124
PCBD2	-0.343950147533678	0.014275139612771	-0.634732355927314
PCBP1	-0.411099930107256	3.17495447143422E-08	-3.08253518888315
PCBP2	-0.330305014215668	1.13568219330519E-05	-1.63327346754959
PCBP4	-0.192863909619958	0.086338919165269	-0.2051673526796
PCCA	-0.440007405227555	0.028347656505916	-0.68090390831878
PCCB	-0.542473211844416	0.003832551097712	-1.3108930511511
PCDH1	0.337601185750493	0.248585969783622	0.204087812138704
PCDH9	0.863428352401063	0.008866978093808	1.77194870177531
PCDHA1	-0.88241102866397	0.110529217155448	-0.844046361372223
PCDHA6	0.472961243565758	0.059320261694592	0.580227407161148
PCDHA7	0.423851200785606	0.142031412911868	0.359262886736693
PCDHB13	0.950257106354801	0.031676425141763	1.42468611524877
PCDHB2	0.993885569804521	0.002580432981782	2.57248139079284
PCDHB3	0.465231522590128	0.019308213737126	0.797526813996764
PCDHB5	0.855786124735393	0.0408752153583	1.18829321957171
PCDHGA1	0.360179503706047	0.405593950278698	0.14115742035096
PCDHGA2	0.214683505648297	0.873439423878658	0.012616350552415
PCDHGA3	0.502829626228476	0.174763725832334	0.380917932199709
PCDHGA5	0.854578110076385	0.000678914501779	2.70746147668316
PCDHGA7	0.706845307172851	0.029854337250066	1.07793383837935
PCDHGA8	0.184128948627871	0.617735744833799	0.038519272975454
PCDHGB1	0.646141628054818	0.084838601285397	0.692280340354321
PCF11	-0.191169894243219	0.017548376517128	-0.335649037725074
PCGF1	-0.540507290094895	3.05959754212297E-06	-2.98053864406058
PCGF2	0.652636050230004	0.004080704630637	1.55932036759006
PCGF3	0.136115550611196	0.350264193657311	0.062014824287738
PCGF5	-0.336671367529688	0.00798103668292	-0.706316562127533
PCGF6	-0.506013980663052	3.4655239139857E-05	-2.25693929355788
PCID2	-0.412490156945299	0.000151419585367	-1.57563730461751
PCIF1	-0.292229639161963	0.000698976094955	-0.92214163668561
PCM1	-0.131054225659644	0.475242457944944	-0.042341623912098
PCMT1	-0.179190229577861	0.122611357301914	-0.16332639310634
PCMTD1	-0.137760571260916	0.401240337089966	-0.054635210709564
PCMTD2	-0.355804075350978	0.027214874055365	-0.556902286913899
PCNA	-0.574634216298516	6.58052143593701E-05	-2.40297071057922
PCNP	-0.149439976268328	0.025358470322892	-0.238487813172212
PCNT	0.00556785386475	0.936444801362284	0.000158783037462
PCNX	0.073958602453607	0.82084165499333	0.006341255886407
PCNXL3	-0.083551590307014	0.384519409414138	-0.034680738932559
PCOLCE	0.813823169526209	0.06421623445489	0.9703662591008
PCOTH	-0.767516195931348	0.001165375401898	-2.25153497374352
PCSK4	-0.73690098322569	0.000719965999491	-2.3158498865381
PCSK6	-0.964872115731158	0.00126665298724	-2.79556484161338
PCSK7	-0.110622843260844	0.200571812698643	-0.077184887543333
PCTP	-0.881702994969986	1.82145412045186E-05	-4.17890343576133
PCYOX1	-0.336803170591555	0.009064735685992	-0.687969263474121
PCYOX1L	0.886848188714692	2.89406541837789E-06	4.91180129349025
PCYT1A	-0.010158651989197	0.967905251481368	-0.00014391918534
PDAP1	-0.278726613235781	0.001854985733675	-0.761386180352771
PDCD10	-0.069257748445726	0.390894400022189	-0.028253044079512
PDCD11	-0.214468718427989	0.01351379762364	-0.4008897731527
PDCD1LG2	0.81560447198188	0.002613323745572	2.10654876441435
PDCD2	-0.260240605053467	0.010288834304023	-0.517263029709411
PDCD2L	-0.594906801243826	0.000200990763107	-2.19926568164979
PDCD4	0.157539941497786	0.416574836034571	0.059913537481887
PDCD5	-0.477344734958514	0.0017584584331	-1.31502168432155
PDCD6	-0.229666826986009	0.068407153583486	-0.267538537699221
PDCD6IP	-0.150497111851304	0.042866552958454	-0.205862205795601
PDCD7	-0.31050928664379	5.2839583592516E-06	-1.63857011650185
PDCL	0.002410482467653	0.456451881084828	0.000821022378028
PDCL3	-0.005575972125462	0.928602979896944	-0.000179378616297
PDDC1	-0.489441343141638	0.000223770780165	-1.78655713837268
PDE11A	-0.384995724358284	0.094701019329397	-0.394099081613336
PDE12	-0.296436623457884	0.003123949526653	-0.742661484509957
PDE1B	0.825734237144851	1.51230933007572E-06	4.80607000304702
PDE3B	-0.850480795974377	0.002749601690829	-2.17785187051454
PDE4C	-0.351741594178551	0.126481684059355	-0.315854229631063
PDE4D	0.874409929770898	0.00214446452348	2.33352128298756
PDE4DIP	-0.523775463430275	0.003421245900363	-1.29153376623434
PDE6D	-0.057985330706628	0.271682896104803	-0.032816084803326
PDE6G	0.41759273195133	0.121611866920463	0.38210739050916
PDE7A	0.376203150692711	0.024074730242515	0.608861689405233
PDE7B	0.971328662201671	2.17178776381292E-05	4.52948293402507
PDE8A	-0.01793118185383	0.685950140927035	-0.00293546806285
PDE8B	0.816710485336076	0.000817791537175	2.52147715076474
PDF	-0.24591630470092	0.16849661413776	-0.190193839444131
PDGFC	0.574064326267415	0.02925051744675	0.880538008348525
PDGFRL	0.592090185128701	0.126481684059355	0.531680621203437
PDHA1	-0.20557597333426	0.053213875556767	-0.261898673310989
PDHB	-0.605631469397091	2.22655800473951E-09	-5.24014512613379
PDHX	-0.364303389548254	8.46889934225039E-05	-1.4835064372709
PDIA3	-0.212590807868968	0.101864863571213	-0.210884892517808
PDIA3P	-0.123475487750202	0.273302382377404	-0.069560728807029
PDIA4	-0.277930018432689	0.052248025259858	-0.356286861681746
PDIA5	-0.081325811198062	0.867516761861012	-0.005019601898087
PDIA6	-0.355824061849166	0.002613323745572	-0.919024801342567
PDIK1L	-0.422624712178694	0.000197997863466	-1.5651227886183
PDK1	-0.549835047886012	0.001216313732938	-1.60274408648776
PDK2	-0.759928383698576	1.07478025381179E-06	-4.53576958926903
PDK3	0.107705721090877	0.957645777846647	0.00202433998702
PDK4	-0.742636303446925	0.023597128733313	-1.20837385725346
PDLIM1	-0.231746865488989	0.059881282075688	-0.283358957265077
PDLIM2	0.009234733102411	0.996113390015529	1.56179834427084E-05
PDLIM5	0.214419989313644	0.268333468261836	0.122503533838043
PDP2	-0.302836795592392	0.128457452364625	-0.269900476293987
PDPK1	-0.133697902838057	0.549493009260986	-0.034766512311638
PDPR	0.48742726853231	0.015263393768358	0.885337978939377
PDRG1	-0.219095120062525	0.050859959825184	-0.283426702794401
PDS5A	-0.185828430434881	0.055746354861657	-0.232988624549437
PDS5B	0.008625678660012	0.947038233898737	0.000203846241157
PDSS1	-0.25682796473172	0.042473216059409	-0.352338394671545
PDSS2	-0.282949813048572	0.042473216059409	-0.388174562712775
PDXDC1	-0.174200733692053	0.163643418358195	-0.136939450578463
PDXDC2	-0.188519146562552	0.248585969783622	-0.11396423292376
PDXK	-0.22116983983339	0.024601356616316	-0.355871327763053
PDZD11	-0.47072512875581	7.16354848160524E-05	-1.95109530963074
PDZD2	0.769832561866352	1.55311307885512E-05	3.70196845477748
PDZD7	0.481984012503485	0.229523853699014	0.308070768579141
PDZD8	0.626034819201061	0.001027262839696	1.87079138291406
PDZD9	0.118157137541701	0.823407315274566	0.009970723015387
PEA15	0.239734225515405	0.063124443945735	0.287633707405124
PEBP4	-0.055964572748215	0.72302743813434	-0.007882342637701
PECAM1	0.738364393087307	4.72072742324351E-06	3.93252216781964
PEF1	-0.501888721685346	8.33984500335621E-06	-2.54901352940227
PEG3	-0.09376070862242	0.83173852207817	-0.00750209279771
PELI1	0.9640100858476	6.212091394897E-09	7.91140149764472
PELI3	-0.283687543882909	0.016991980604294	-0.502057731870666
PELO	0.053640501686751	0.435947169300005	0.01934094853143
PELP1	-0.348779907118463	0.004030041368219	-0.835219928709542
PEPD	-0.373165150245343	0.021459226436439	-0.622583489057925
PER1	-0.099785582968767	0.595319427397786	-0.022476697039378
PER2	-0.295121676002535	0.044575438041706	-0.398681164842365
PER3	-0.463666417712195	0.053213875556767	-0.590699475664091
PERP	-0.00630109170093	0.454050882434106	-0.002160615837787
PES1	-0.227263333757023	0.052742306353725	-0.290406379077979
PET112L	-0.397392877108925	0.003832551097712	-0.960304674599199
PEX10	-0.617650505495073	4.40298911134892E-07	-3.92594250084539
PEX1	-0.273883743092042	0.049497814339503	-0.357531666485465
PEX11A	-0.797216831159114	8.96451600419745E-06	-4.02393055247878
PEX11B	-0.438842208986998	3.56827226306091E-06	-2.39061137180246
PEX11G	-0.671000679160333	0.00691368892348	-1.44955616798268
PEX12	-0.434598470949844	0.000463880643841	-1.4487747459671
PEX13	-0.278804103192288	0.000245467232513	-1.0064846174347
PEX14	-0.757066051380389	2.45010210854853E-07	-5.00482422617634
PEX16	-0.65847448300125	1.60388813491366E-06	-3.81574500529747
PEX19	-0.694854594555492	3.30274880478284E-06	-3.80858451153462
PEX2	-0.300985628449418	0.003878781091301	-0.725768069602955
PEX26	0.251452719999915	0.07148600324986	0.288109241910603
PEX3	-0.229085592212977	0.317811997608132	-0.114045614376877
PEX5	-0.454316618449086	2.50118916839246E-05	-2.09069850287964
PEX6	-0.712246588274404	0.000122886851353	-2.78523642539818
PEX7	-0.451205225651095	0.000749776528893	-1.41004708381849
PFAS	-0.253205014990413	0.025358470322892	-0.40408404643262
PFDN1	-0.124356046167322	0.082764105674435	-0.134572886906616
PFDN2	-0.446965107849794	0.002713940474159	-1.14709111070009
PFDN4	-0.283738362718715	0.024601356616316	-0.456546642860929
PFDN5	-0.401129768707189	0.001596346944445	-1.12190890514614
PFKFB2	0.104154420460444	0.688399277707083	0.0168896385374
PFKFB4	-0.622837447448364	0.001880089181428	-1.69774373617008
PFKL	-0.389706821312472	0.000470589891904	-1.29669387788499
PFN1	0.170654799766703	0.210506139602008	0.115488115691583
PFN2	0.987121147675596	0.003878781091301	2.38024989267276
PGA3	-0.401892046431722	0.494363334889178	-0.122960377394695
PGAM1	-0.159592457976229	0.193953587790252	-0.113678056099546
PGAM2	-0.375094987066998	0.1612003833493	-0.297313013623782
PGAM4	0.091372932008582	0.912676239384091	0.003625975429205
PGAM5	0.009961093975396	0.747907354939419	0.001256613878492
PGAP1	-0.291714211521744	0.031676425141763	-0.437356568024019
PGAP2	-0.735869574119687	4.30364174452545E-09	-6.15640545769148
PGAP3	-0.638768634101867	1.66740035346202E-05	-3.05201105375329
PGBD1	-0.834546923342785	1.72608784595749E-05	-3.97489450744253
PGBD2	-0.141082505140995	0.187349250252199	-0.102616083671292
PGBD3	-0.095752685270472	0.308367180155433	-0.048923096683415
PGBD4	-0.600977259243132	3.63101286526625E-06	-3.2692995905121
PGBD5	0.732049698030979	0.021678136849694	1.21811462641665
PGCP	-0.310544598782352	0.045003494835553	-0.41822710572139
PGD	-0.240700335197439	0.182211327063418	-0.177979756018545
PGGT1B	-0.131496543635278	0.144189687188796	-0.110597245715321
PGK1	0.170687281445758	0.312123572924877	0.086312023116343
PGLS	-0.071741251276301	0.544726660028884	-0.018926875122106
PGLYRP2	-0.757855899052447	0.518013712231688	-0.216488164244948
PGM1	-0.67921380213759	4.77670201550546E-05	-2.93479579807181
PGM2	0.26235351982462	0.130503175807836	0.232019922415086
PGM3	-0.36871171137765	0.002786098396384	-0.942059731386731
PGP	-0.538286321179024	0.000424307783844	-1.81527318895081
PGPEP1	-0.771210347404087	5.32857378227236E-07	-4.8381025227172
PGRMC1	-0.810033634698692	3.18478256060071E-05	-3.64265662553188
PGRMC2	-0.453847230733833	5.86893085294853E-05	-1.92042778315974
PGS1	-0.311077952803113	0.000513648750495	-1.02323921339615
PHACTR1	0.846249120151377	2.17178776381292E-05	3.9462141876583
PHACTR2	0.652898897776679	0.000560801800774	2.12269875952103
PHACTR4	-0.481823540222253	7.38204051828613E-08	-3.43628048333659
PHAX	-0.412135752513978	1.91645875480777E-06	-2.35638638054818
PHB	-0.551401269762699	1.69506208602549E-05	-2.63063311245523
PHB2	-0.381394873381463	0.002580432981782	-0.987167179125636
PHC2	0.078216729974457	0.557099733040002	0.019872293818093
PHC3	0.072533389081759	0.44068855516947	0.025812328651913
